date,league,home_team,away_team,score
2011-01-22,Bundesliga,Hannover 96,Schalke 04,0–1
2011-01-22,Bundesliga,Freiburg,Nürnberg,1–1
2011-01-22,Bundesliga,Dortmund,Stuttgart,1–1
2011-01-22,Bundesliga,Köln,Werder Bremen,3–0
2011-01-23,Bundesliga,Hoffenheim,St. Pauli,2–2
2011-01-23,Bundesliga,Gladbach,Leverkusen,1–3
2011-01-28,Bundesliga,Leverkusen,Hannover 96,2–0
2011-01-29,Bundesliga,Kaiserslautern,Mainz 05,0–1
2011-01-29,Bundesliga,Wolfsburg,Dortmund,0–3
2011-01-29,Bundesliga,Nürnberg,Hamburger SV,2–0
2011-01-29,Bundesliga,Schalke 04,Hoffenheim,0–1
2011-01-29,Bundesliga,St. Pauli,Köln,3–0
2011-01-29,Bundesliga,Werder Bremen,Bayern Munich,1–3
2011-01-30,Bundesliga,Eint Frankfurt,Gladbach,0–1
2011-01-30,Bundesliga,Stuttgart,Freiburg,0–1
2011-02-04,Bundesliga,Dortmund,Schalke 04,0–0
2011-02-05,Bundesliga,Mainz 05,Werder Bremen,1–1
2011-02-05,Bundesliga,Köln,Bayern Munich,3–2
2011-02-05,Bundesliga,Hannover 96,Wolfsburg,1–0
2011-02-05,Bundesliga,Nürnberg,Leverkusen,1–0
2011-02-05,Bundesliga,Gladbach,Stuttgart,2–3
2011-02-05,Bundesliga,Hoffenheim,Kaiserslautern,3–2
2011-02-06,Bundesliga,Freiburg,Eint Frankfurt,0–0
2011-02-12,Bundesliga,Kaiserslautern,Dortmund,1–1
2011-02-12,Bundesliga,Schalke 04,Freiburg,1–0
2011-02-12,Bundesliga,Eint Frankfurt,Leverkusen,0–3
2011-02-12,Bundesliga,St. Pauli,Gladbach,3–1
2011-02-12,Bundesliga,Wolfsburg,Hamburger SV,0–1
2011-02-12,Bundesliga,Bayern Munich,Hoffenheim,4–0
2011-02-12,Bundesliga,Stuttgart,Nürnberg,1–4
2011-02-13,Bundesliga,Köln,Mainz 05,4–2
2011-02-13,Bundesliga,Werder Bremen,Hannover 96,1–1
2011-02-16,Bundesliga,Hamburger SV,St. Pauli,0–1
2011-02-18,Bundesliga,Nürnberg,Eint Frankfurt,3–0
2011-02-19,Bundesliga,Hannover 96,Kaiserslautern,3–0
2011-02-19,Bundesliga,Freiburg,Wolfsburg,2–1
2011-02-19,Bundesliga,Mainz 05,Bayern Munich,1–3
2011-02-19,Bundesliga,Hoffenheim,Köln,1–1
2011-02-19,Bundesliga,Dortmund,St. Pauli,2–0
2011-02-19,Bundesliga,Hamburger SV,Werder Bremen,4–0
2011-02-20,Bundesliga,Gladbach,Schalke 04,2–1
2011-02-20,Bundesliga,Leverkusen,Stuttgart,4–2
2011-02-25,Bundesliga,Wolfsburg,Gladbach,2–1
2011-02-26,Bundesliga,St. Pauli,Hannover 96,0–1
2011-02-26,Bundesliga,Schalke 04,Nürnberg,1–1
2011-02-26,Bundesliga,Köln,Freiburg,1–0
2011-02-26,Bundesliga,Kaiserslautern,Hamburger SV,1–1
2011-02-26,Bundesliga,Hoffenheim,Mainz 05,1–2
2011-02-26,Bundesliga,Bayern Munich,Dortmund,1–3
2011-02-27,Bundesliga,Werder Bremen,Leverkusen,2–2
2011-02-27,Bundesliga,Eint Frankfurt,Stuttgart,0–2
2011-03-04,Bundesliga,Dortmund,Köln,1–0
2011-03-05,Bundesliga,Stuttgart,Schalke 04,1–0
2011-03-05,Bundesliga,Nürnberg,St. Pauli,5–0
2011-03-05,Bundesliga,Eint Frankfurt,Kaiserslautern,0–0
2011-03-05,Bundesliga,Gladbach,Hoffenheim,2–0
2011-03-05,Bundesliga,Leverkusen,Wolfsburg,3–0
2011-03-05,Bundesliga,Hannover 96,Bayern Munich,3–1
2011-03-06,Bundesliga,Hamburger SV,Mainz 05,2–4
2011-03-06,Bundesliga,Freiburg,Werder Bremen,1–3
2011-03-11,Bundesliga,Köln,Hannover 96,4–0
2011-03-12,Bundesliga,Kaiserslautern,Freiburg,2–1
2011-03-12,Bundesliga,Hoffenheim,Dortmund,1–0
2011-03-12,Bundesliga,Schalke 04,Eint Frankfurt,2–1
2011-03-12,Bundesliga,Werder Bremen,Gladbach,1–1
2011-03-12,Bundesliga,Wolfsburg,Nürnberg,1–2
2011-03-12,Bundesliga,Bayern Munich,Hamburger SV,6–0
2011-03-13,Bundesliga,St. Pauli,Stuttgart,1–2
2011-03-13,Bundesliga,Mainz 05,Leverkusen,0–1
2011-03-18,Bundesliga,Gladbach,Kaiserslautern,0–1
2011-03-19,Bundesliga,Hannover 96,Hoffenheim,2–0
2011-03-19,Bundesliga,Hamburger SV,Köln,6–2
2011-03-19,Bundesliga,Dortmund,Mainz 05,1–1
2011-03-19,Bundesliga,Nürnberg,Werder Bremen,1–3
2011-03-19,Bundesliga,Eint Frankfurt,St. Pauli,2–1
2011-03-19,Bundesliga,Freiburg,Bayern Munich,1–2
2011-03-20,Bundesliga,Stuttgart,Wolfsburg,1–1
2011-03-20,Bundesliga,Leverkusen,Schalke 04,2–0
2011-04-01,Bundesliga,St. Pauli,Schalke 04,0–2
2011-04-02,Bundesliga,Dortmund,Hannover 96,4–1
2011-04-02,Bundesliga,Bayern Munich,Gladbach,1–0
2011-04-02,Bundesliga,Hoffenheim,Hamburger SV,0–0
2011-04-02,Bundesliga,Mainz 05,Freiburg,1–1
2011-04-02,Bundesliga,Kaiserslautern,Leverkusen,0–1
2011-04-02,Bundesliga,Werder Bremen,Stuttgart,1–1
2011-04-03,Bundesliga,Köln,Nürnberg,1–0
2011-04-03,Bundesliga,Wolfsburg,Eint Frankfurt,1–1
2011-04-08,Bundesliga,Eint Frankfurt,Werder Bremen,1–1
2011-04-09,Bundesliga,Schalke 04,Wolfsburg,1–0
2011-04-09,Bundesliga,Hannover 96,Mainz 05,2–0
2011-04-09,Bundesliga,Freiburg,Hoffenheim,3–2
2011-04-09,Bundesliga,Hamburger SV,Dortmund,1–1
2011-04-09,Bundesliga,Nürnberg,Bayern Munich,1–1
2011-04-09,Bundesliga,Stuttgart,Kaiserslautern,2–4
2011-04-10,Bundesliga,Leverkusen,St. Pauli,2–1
2011-04-10,Bundesliga,Gladbach,Köln,5–1
2011-04-15,Bundesliga,Mainz 05,Gladbach,1–0
2011-04-16,Bundesliga,Werder Bremen,Schalke 04,1–1
2011-04-16,Bundesliga,Hoffenheim,Eint Frankfurt,1–0
2011-04-16,Bundesliga,Kaiserslautern,Nürnberg,0–2
2011-04-16,Bundesliga,Köln,Stuttgart,1–3
2011-04-16,Bundesliga,Wolfsburg,St. Pauli,2–2
2011-04-16,Bundesliga,Hamburger SV,Hannover 96,0–0
2011-04-17,Bundesliga,Dortmund,Freiburg,3–0
2011-04-17,Bundesliga,Bayern Munich,Leverkusen,5–1
2011-04-21,Bundesliga,Freiburg,Hannover 96,1–3
2011-04-23,Bundesliga,Schalke 04,Kaiserslautern,0–1
2011-04-23,Bundesliga,Leverkusen,Hoffenheim,2–1
2011-04-23,Bundesliga,Eint Frankfurt,Bayern Munich,1–1
2011-04-23,Bundesliga,St. Pauli,Werder Bremen,1–3
2011-04-23,Bundesliga,Stuttgart,Hamburger SV,3–0
2011-04-23,Bundesliga,Gladbach,Dortmund,1–0
2011-04-24,Bundesliga,Wolfsburg,Köln,4–1
2011-04-24,Bundesliga,Nürnberg,Mainz 05,0–0
2011-04-29,Bundesliga,Kaiserslautern,St. Pauli,2–0
2011-04-29,Bundesliga,Werder Bremen,Wolfsburg,0–1
2011-04-30,Bundesliga,Mainz 05,Eint Frankfurt,3–0
2011-04-30,Bundesliga,Hoffenheim,Stuttgart,1–2
2011-04-30,Bundesliga,Bayern Munich,Schalke 04,4–1
2011-04-30,Bundesliga,Hannover 96,Gladbach,0–1
2011-04-30,Bundesliga,Dortmund,Nürnberg,2–0
2011-04-30,Bundesliga,Köln,Leverkusen,2–0
2011-04-30,Bundesliga,Hamburger SV,Freiburg,0–2
2011-05-07,Bundesliga,Nürnberg,Hoffenheim,1–2
2011-05-07,Bundesliga,Stuttgart,Hannover 96,2–1
2011-05-07,Bundesliga,Gladbach,Freiburg,2–0
2011-05-07,Bundesliga,Eint Frankfurt,Köln,0–2
2011-05-07,Bundesliga,Leverkusen,Hamburger SV,1–1
2011-05-07,Bundesliga,St. Pauli,Bayern Munich,1–8
2011-05-07,Bundesliga,Schalke 04,Mainz 05,1–3
2011-05-07,Bundesliga,Werder Bremen,Dortmund,2–0
2011-05-07,Bundesliga,Wolfsburg,Kaiserslautern,1–2
2011-05-14,Bundesliga,Köln,Schalke 04,2–1
2011-05-14,Bundesliga,Kaiserslautern,Werder Bremen,3–2
2011-05-14,Bundesliga,Freiburg,Leverkusen,0–1
2011-05-14,Bundesliga,Dortmund,Eint Frankfurt,3–1
2011-05-14,Bundesliga,Bayern Munich,Stuttgart,2–1
2011-05-14,Bundesliga,Hamburger SV,Gladbach,1–1
2011-05-14,Bundesliga,Hannover 96,Nürnberg,3–1
2011-05-14,Bundesliga,Mainz 05,St. Pauli,2–1
2011-05-14,Bundesliga,Hoffenheim,Wolfsburg,1–3
2011-08-05,Bundesliga,Dortmund,Hamburger SV,3–1
2011-08-06,Bundesliga,Hertha BSC,Nürnberg,0–1
2011-08-06,Bundesliga,Augsburg,Freiburg,2–2
2011-08-06,Bundesliga,Werder Bremen,Kaiserslautern,2–0
2011-08-06,Bundesliga,Köln,Wolfsburg,0–3
2011-08-06,Bundesliga,Stuttgart,Schalke 04,3–0
2011-08-06,Bundesliga,Hannover 96,Hoffenheim,2–1
2011-08-07,Bundesliga,Mainz 05,Leverkusen,2–0
2011-08-07,Bundesliga,Bayern Munich,Gladbach,0–1
2011-08-13,Bundesliga,Nürnberg,Hannover 96,1–2
2011-08-13,Bundesliga,Wolfsburg,Bayern Munich,0–1
2011-08-13,Bundesliga,Hoffenheim,Dortmund,1–0
2011-08-13,Bundesliga,Freiburg,Mainz 05,1–2
2011-08-13,Bundesliga,Schalke 04,Köln,5–1
2011-08-13,Bundesliga,Gladbach,Stuttgart,1–1
2011-08-13,Bundesliga,Hamburger SV,Hertha BSC,2–2
2011-08-14,Bundesliga,Kaiserslautern,Augsburg,1–1
2011-08-14,Bundesliga,Leverkusen,Werder Bremen,1–0
2011-08-19,Bundesliga,Gladbach,Wolfsburg,4–1
2011-08-20,Bundesliga,Werder Bremen,Freiburg,5–3
2011-08-20,Bundesliga,Augsburg,Hoffenheim,0–2
2011-08-20,Bundesliga,Dortmund,Nürnberg,2–0
2011-08-20,Bundesliga,Stuttgart,Leverkusen,0–1
2011-08-20,Bundesliga,Bayern Munich,Hamburger SV,5–0
2011-08-20,Bundesliga,Köln,Kaiserslautern,1–1
2011-08-21,Bundesliga,Mainz 05,Schalke 04,2–4
2011-08-21,Bundesliga,Hannover 96,Hertha BSC,1–1
2011-08-26,Bundesliga,Hertha BSC,Stuttgart,1–0
2011-08-27,Bundesliga,Leverkusen,Dortmund,0–0
2011-08-27,Bundesliga,Hamburger SV,Köln,3–4
2011-08-27,Bundesliga,Hoffenheim,Werder Bremen,1–2
2011-08-27,Bundesliga,Freiburg,Wolfsburg,3–0
2011-08-27,Bundesliga,Nürnberg,Augsburg,1–0
2011-08-27,Bundesliga,Kaiserslautern,Bayern Munich,0–3
2011-08-28,Bundesliga,Hannover 96,Mainz 05,1–1
2011-08-28,Bundesliga,Schalke 04,Gladbach,1–0
2011-09-09,Bundesliga,Augsburg,Leverkusen,1–4
2011-09-10,Bundesliga,Werder Bremen,Hamburger SV,2–0
2011-09-10,Bundesliga,Stuttgart,Hannover 96,3–0
2011-09-10,Bundesliga,Gladbach,Kaiserslautern,1–0
2011-09-10,Bundesliga,Dortmund,Hertha BSC,1–2
2011-09-10,Bundesliga,Bayern Munich,Freiburg,7–0
2011-09-10,Bundesliga,Mainz 05,Hoffenheim,0–4
2011-09-11,Bundesliga,Wolfsburg,Schalke 04,2–1
2011-09-11,Bundesliga,Köln,Nürnberg,1–2
2011-09-16,Bundesliga,Freiburg,Stuttgart,1–2
2011-09-17,Bundesliga,Hertha BSC,Augsburg,2–2
2011-09-17,Bundesliga,Nürnberg,Werder Bremen,1–1
2011-09-17,Bundesliga,Hamburger SV,Gladbach,0–1
2011-09-17,Bundesliga,Hoffenheim,Wolfsburg,3–1
2011-09-17,Bundesliga,Leverkusen,Köln,1–4
2011-09-17,Bundesliga,Kaiserslautern,Mainz 05,3–1
2011-09-18,Bundesliga,Hannover 96,Dortmund,2–1
2011-09-18,Bundesliga,Schalke 04,Bayern Munich,0–2
2011-09-23,Bundesliga,Stuttgart,Hamburger SV,1–2
2011-09-24,Bundesliga,Bayern Munich,Leverkusen,3–0
2011-09-24,Bundesliga,Gladbach,Nürnberg,1–0
2011-09-24,Bundesliga,Wolfsburg,Kaiserslautern,1–0
2011-09-24,Bundesliga,Augsburg,Hannover 96,0–0
2011-09-24,Bundesliga,Mainz 05,Dortmund,1–2
2011-09-24,Bundesliga,Schalke 04,Freiburg,4–2
2011-09-25,Bundesliga,Werder Bremen,Hertha BSC,2–1
2011-09-25,Bundesliga,Köln,Hoffenheim,2–0
2011-09-30,Bundesliga,Kaiserslautern,Stuttgart,0–2
2011-10-01,Bundesliga,Nürnberg,Mainz 05,3–3
2011-10-01,Bundesliga,Dortmund,Augsburg,4–0
2011-10-01,Bundesliga,Freiburg,Gladbach,1–0
2011-10-01,Bundesliga,Hoffenheim,Bayern Munich,0–0
2011-10-01,Bundesliga,Hertha BSC,Köln,3–0
2011-10-01,Bundesliga,Leverkusen,Wolfsburg,3–1
2011-10-02,Bundesliga,Hannover 96,Werder Bremen,3–2
2011-10-02,Bundesliga,Hamburger SV,Schalke 04,1–2
2011-10-14,Bundesliga,Werder Bremen,Dortmund,0–2
2011-10-15,Bundesliga,Schalke 04,Kaiserslautern,1–2
2011-10-15,Bundesliga,Wolfsburg,Nürnberg,2–1
2011-10-15,Bundesliga,Mainz 05,Augsburg,0–1
2011-10-15,Bundesliga,Stuttgart,Hoffenheim,2–0
2011-10-15,Bundesliga,Gladbach,Leverkusen,2–2
2011-10-15,Bundesliga,Bayern Munich,Hertha BSC,4–0
2011-10-16,Bundesliga,Köln,Hannover 96,2–0
2011-10-16,Bundesliga,Freiburg,Hamburger SV,1–2
2011-10-21,Bundesliga,Augsburg,Werder Bremen,1–1
2011-10-22,Bundesliga,Kaiserslautern,Freiburg,1–0
2011-10-22,Bundesliga,Hertha BSC,Mainz 05,0–0
2011-10-22,Bundesliga,Hamburger SV,Wolfsburg,1–1
2011-10-22,Bundesliga,Hoffenheim,Gladbach,1–0
2011-10-22,Bundesliga,Dortmund,Köln,5–0
2011-10-22,Bundesliga,Nürnberg,Stuttgart,2–2
2011-10-23,Bundesliga,Hannover 96,Bayern Munich,2–1
2011-10-23,Bundesliga,Leverkusen,Schalke 04,0–1
2011-10-28,Bundesliga,Freiburg,Leverkusen,0–1
2011-10-29,Bundesliga,Bayern Munich,Nürnberg,4–0
2011-10-29,Bundesliga,Schalke 04,Hoffenheim,3–1
2011-10-29,Bundesliga,Stuttgart,Dortmund,1–1
2011-10-29,Bundesliga,Gladbach,Hannover 96,2–1
2011-10-29,Bundesliga,Mainz 05,Werder Bremen,1–3
2011-10-29,Bundesliga,Wolfsburg,Hertha BSC,2–3
2011-10-30,Bundesliga,Hamburger SV,Kaiserslautern,1–1
2011-10-30,Bundesliga,Köln,Augsburg,3–0
2011-11-04,Bundesliga,Mainz 05,Stuttgart,3–1
2011-11-05,Bundesliga,Leverkusen,Hamburger SV,2–2
2011-11-05,Bundesliga,Nürnberg,Freiburg,1–2
2011-11-05,Bundesliga,Hertha BSC,Gladbach,1–2
2011-11-05,Bundesliga,Dortmund,Wolfsburg,5–1
2011-11-05,Bundesliga,Hoffenheim,Kaiserslautern,1–1
2011-11-05,Bundesliga,Werder Bremen,Köln,3–2
2011-11-06,Bundesliga,Hannover 96,Schalke 04,2–2
2011-11-06,Bundesliga,Augsburg,Bayern Munich,1–2
2011-11-18,Bundesliga,Kaiserslautern,Leverkusen,0–2
2011-11-19,Bundesliga,Freiburg,Hertha BSC,2–2
2011-11-19,Bundesliga,Gladbach,Werder Bremen,5–0
2011-11-19,Bundesliga,Bayern Munich,Dortmund,0–1
2011-11-19,Bundesliga,Wolfsburg,Hannover 96,4–1
2011-11-19,Bundesliga,Schalke 04,Nürnberg,4–0
2011-11-20,Bundesliga,Hamburger SV,Hoffenheim,2–0
2011-11-20,Bundesliga,Stuttgart,Augsburg,2–1
2011-11-25,Bundesliga,Köln,Gladbach,0–3
2011-11-26,Bundesliga,Hoffenheim,Freiburg,1–1
2011-11-26,Bundesliga,Hertha BSC,Leverkusen,3–3
2011-11-26,Bundesliga,Dortmund,Schalke 04,2–0
2011-11-26,Bundesliga,Hannover 96,Hamburger SV,1–1
2011-11-26,Bundesliga,Nürnberg,Kaiserslautern,1–0
2011-11-26,Bundesliga,Augsburg,Wolfsburg,2–0
2011-11-27,Bundesliga,Mainz 05,Bayern Munich,3–2
2011-11-27,Bundesliga,Werder Bremen,Stuttgart,2–0
2011-12-02,Bundesliga,Leverkusen,Hoffenheim,2–0
2011-12-03,Bundesliga,Gladbach,Dortmund,1–1
2011-12-03,Bundesliga,Freiburg,Hannover 96,1–1
2011-12-03,Bundesliga,Wolfsburg,Mainz 05,2–2
2011-12-03,Bundesliga,Stuttgart,Köln,2–2
2011-12-03,Bundesliga,Bayern Munich,Werder Bremen,4–1
2011-12-03,Bundesliga,Kaiserslautern,Hertha BSC,1–1
2011-12-04,Bundesliga,Hamburger SV,Nürnberg,2–0
2011-12-04,Bundesliga,Schalke 04,Augsburg,3–1
2011-12-09,Bundesliga,Hertha BSC,Schalke 04,1–2
2011-12-10,Bundesliga,Hannover 96,Leverkusen,0–0
2011-12-10,Bundesliga,Werder Bremen,Wolfsburg,4–1
2011-12-10,Bundesliga,Nürnberg,Hoffenheim,0–2
2011-12-10,Bundesliga,Köln,Freiburg,4–0
2011-12-10,Bundesliga,Mainz 05,Hamburger SV,0–0
2011-12-10,Bundesliga,Augsburg,Gladbach,1–0
2011-12-11,Bundesliga,Stuttgart,Bayern Munich,1–2
2011-12-11,Bundesliga,Dortmund,Kaiserslautern,1–1
2011-12-13,Bundesliga,Köln,Mainz 05,1–1
2011-12-16,Bundesliga,Bayern Munich,Köln,3–0
2011-12-17,Bundesliga,Freiburg,Dortmund,1–4
2011-12-17,Bundesliga,Wolfsburg,Stuttgart,1–0
2011-12-17,Bundesliga,Leverkusen,Nürnberg,0–3
2011-12-17,Bundesliga,Schalke 04,Werder Bremen,5–0
2011-12-17,Bundesliga,Hamburger SV,Augsburg,1–1
2011-12-17,Bundesliga,Hoffenheim,Hertha BSC,1–1
2011-12-18,Bundesliga,Gladbach,Mainz 05,1–0
2011-12-18,Bundesliga,Kaiserslautern,Hannover 96,1–1
2012-01-20,Bundesliga,Gladbach,Bayern Munich,3–1
2012-01-21,Bundesliga,Freiburg,Augsburg,1–0
2012-01-21,Bundesliga,Nürnberg,Hertha BSC,2–0
2012-01-21,Bundesliga,Wolfsburg,Köln,1–0
2012-01-21,Bundesliga,Hoffenheim,Hannover 96,0–0
2012-01-21,Bundesliga,Schalke 04,Stuttgart,3–1
2012-01-21,Bundesliga,Kaiserslautern,Werder Bremen,0–0
2012-01-22,Bundesliga,Leverkusen,Mainz 05,3–2
2012-01-22,Bundesliga,Hamburger SV,Dortmund,1–5
2012-01-27,Bundesliga,Hannover 96,Nürnberg,1–0
2012-01-28,Bundesliga,Dortmund,Hoffenheim,3–1
2012-01-28,Bundesliga,Bayern Munich,Wolfsburg,2–0
2012-01-28,Bundesliga,Köln,Schalke 04,1–4
2012-01-28,Bundesliga,Augsburg,Kaiserslautern,2–2
2012-01-28,Bundesliga,Hertha BSC,Hamburger SV,1–2
2012-01-28,Bundesliga,Werder Bremen,Leverkusen,1–1
2012-01-29,Bundesliga,Stuttgart,Gladbach,0–3
2012-01-29,Bundesliga,Mainz 05,Freiburg,3–1
2012-02-03,Bundesliga,Nürnberg,Dortmund,0–2
2012-02-04,Bundesliga,Hamburger SV,Bayern Munich,1–1
2012-02-04,Bundesliga,Hoffenheim,Augsburg,2–2
2012-02-04,Bundesliga,Leverkusen,Stuttgart,2–2
2012-02-04,Bundesliga,Wolfsburg,Gladbach,0–0
2012-02-04,Bundesliga,Schalke 04,Mainz 05,1–1
2012-02-04,Bundesliga,Hertha BSC,Hannover 96,0–1
2012-02-05,Bundesliga,Freiburg,Werder Bremen,2–2
2012-02-05,Bundesliga,Kaiserslautern,Köln,0–1
2012-02-10,Bundesliga,Wolfsburg,Freiburg,3–2
2012-02-11,Bundesliga,Mainz 05,Hannover 96,1–1
2012-02-11,Bundesliga,Bayern Munich,Kaiserslautern,2–0
2012-02-11,Bundesliga,Gladbach,Schalke 04,3–0
2012-02-11,Bundesliga,Dortmund,Leverkusen,1–0
2012-02-11,Bundesliga,Stuttgart,Hertha BSC,5–0
2012-02-11,Bundesliga,Werder Bremen,Hoffenheim,1–1
2012-02-12,Bundesliga,Augsburg,Nürnberg,0–0
2012-02-12,Bundesliga,Köln,Hamburger SV,0–1
2012-02-17,Bundesliga,Hoffenheim,Mainz 05,1–1
2012-02-18,Bundesliga,Hertha BSC,Dortmund,0–1
2012-02-18,Bundesliga,Kaiserslautern,Gladbach,1–2
2012-02-18,Bundesliga,Leverkusen,Augsburg,4–1
2012-02-18,Bundesliga,Nürnberg,Köln,2–1
2012-02-18,Bundesliga,Hamburger SV,Werder Bremen,1–3
2012-02-18,Bundesliga,Freiburg,Bayern Munich,0–0
2012-02-19,Bundesliga,Schalke 04,Wolfsburg,4–0
2012-02-19,Bundesliga,Hannover 96,Stuttgart,4–2
2012-02-24,Bundesliga,Gladbach,Hamburger SV,1–1
2012-02-25,Bundesliga,Köln,Leverkusen,0–2
2012-02-25,Bundesliga,Werder Bremen,Nürnberg,0–1
2012-02-25,Bundesliga,Augsburg,Hertha BSC,3–0
2012-02-25,Bundesliga,Stuttgart,Freiburg,4–1
2012-02-25,Bundesliga,Wolfsburg,Hoffenheim,1–2
2012-02-25,Bundesliga,Mainz 05,Kaiserslautern,4–0
2012-02-26,Bundesliga,Bayern Munich,Schalke 04,2–0
2012-02-26,Bundesliga,Dortmund,Hannover 96,3–1
2012-03-03,Bundesliga,Dortmund,Mainz 05,2–1
2012-03-03,Bundesliga,Hamburger SV,Stuttgart,0–4
2012-03-03,Bundesliga,Hertha BSC,Werder Bremen,1–0
2012-03-03,Bundesliga,Hannover 96,Augsburg,2–2
2012-03-03,Bundesliga,Leverkusen,Bayern Munich,2–0
2012-03-03,Bundesliga,Freiburg,Schalke 04,2–1
2012-03-03,Bundesliga,Kaiserslautern,Wolfsburg,0–0
2012-03-04,Bundesliga,Nürnberg,Gladbach,1–0
2012-03-04,Bundesliga,Hoffenheim,Köln,1–1
2012-03-09,Bundesliga,Stuttgart,Kaiserslautern,0–0
2012-03-10,Bundesliga,Gladbach,Freiburg,0–0
2012-03-10,Bundesliga,Bayern Munich,Hoffenheim,7–1
2012-03-10,Bundesliga,Wolfsburg,Leverkusen,3–2
2012-03-10,Bundesliga,Augsburg,Dortmund,0–0
2012-03-10,Bundesliga,Köln,Hertha BSC,1–0
2012-03-10,Bundesliga,Mainz 05,Nürnberg,2–1
2012-03-11,Bundesliga,Schalke 04,Hamburger SV,3–1
2012-03-11,Bundesliga,Werder Bremen,Hannover 96,3–0
2012-03-16,Bundesliga,Hoffenheim,Stuttgart,1–2
2012-03-17,Bundesliga,Nürnberg,Wolfsburg,1–3
2012-03-17,Bundesliga,Dortmund,Werder Bremen,1–0
2012-03-17,Bundesliga,Hertha BSC,Bayern Munich,0–6
2012-03-17,Bundesliga,Hamburger SV,Freiburg,1–3
2012-03-17,Bundesliga,Leverkusen,Gladbach,1–2
2012-03-17,Bundesliga,Augsburg,Mainz 05,2–1
2012-03-18,Bundesliga,Hannover 96,Köln,4–1
2012-03-18,Bundesliga,Kaiserslautern,Schalke 04,1–4
2012-03-23,Bundesliga,Wolfsburg,Hamburger SV,2–1
2012-03-24,Bundesliga,Mainz 05,Hertha BSC,1–3
2012-03-24,Bundesliga,Bayern Munich,Hannover 96,2–1
2012-03-24,Bundesliga,Werder Bremen,Augsburg,1–1
2012-03-24,Bundesliga,Freiburg,Kaiserslautern,2–0
2012-03-24,Bundesliga,Gladbach,Hoffenheim,1–2
2012-03-24,Bundesliga,Schalke 04,Leverkusen,2–0
2012-03-25,Bundesliga,Köln,Dortmund,1–6
2012-03-25,Bundesliga,Stuttgart,Nürnberg,1–0
2012-03-30,Bundesliga,Dortmund,Stuttgart,4–4
2012-03-31,Bundesliga,Werder Bremen,Mainz 05,0–3
2012-03-31,Bundesliga,Kaiserslautern,Hamburger SV,0–1
2012-03-31,Bundesliga,Leverkusen,Freiburg,0–2
2012-03-31,Bundesliga,Hertha BSC,Wolfsburg,1–4
2012-03-31,Bundesliga,Nürnberg,Bayern Munich,0–1
2012-03-31,Bundesliga,Augsburg,Köln,2–1
2012-04-01,Bundesliga,Hoffenheim,Schalke 04,1–1
2012-04-01,Bundesliga,Hannover 96,Gladbach,2–1
2012-04-07,Bundesliga,Gladbach,Hertha BSC,0–0
2012-04-07,Bundesliga,Stuttgart,Mainz 05,4–1
2012-04-07,Bundesliga,Köln,Werder Bremen,1–1
2012-04-07,Bundesliga,Kaiserslautern,Hoffenheim,1–2
2012-04-07,Bundesliga,Bayern Munich,Augsburg,2–1
2012-04-07,Bundesliga,Freiburg,Nürnberg,2–2
2012-04-07,Bundesliga,Wolfsburg,Dortmund,1–3
2012-04-08,Bundesliga,Hamburger SV,Leverkusen,1–1
2012-04-08,Bundesliga,Schalke 04,Hannover 96,3–0
2012-04-10,Bundesliga,Hertha BSC,Freiburg,1–2
2012-04-10,Bundesliga,Augsburg,Stuttgart,1–3
2012-04-10,Bundesliga,Mainz 05,Köln,4–0
2012-04-10,Bundesliga,Werder Bremen,Gladbach,2–2
2012-04-11,Bundesliga,Nürnberg,Schalke 04,4–1
2012-04-11,Bundesliga,Hoffenheim,Hamburger SV,4–0
2012-04-11,Bundesliga,Hannover 96,Wolfsburg,2–0
2012-04-11,Bundesliga,Dortmund,Bayern Munich,1–0
2012-04-11,Bundesliga,Leverkusen,Kaiserslautern,3–1
2012-04-13,Bundesliga,Stuttgart,Werder Bremen,4–1
2012-04-14,Bundesliga,Wolfsburg,Augsburg,1–2
2012-04-14,Bundesliga,Bayern Munich,Mainz 05,0–0
2012-04-14,Bundesliga,Kaiserslautern,Nürnberg,0–2
2012-04-14,Bundesliga,Hamburger SV,Hannover 96,1–0
2012-04-14,Bundesliga,Schalke 04,Dortmund,1–2
2012-04-14,Bundesliga,Leverkusen,Hertha BSC,3–3
2012-04-15,Bundesliga,Gladbach,Köln,3–0
2012-04-15,Bundesliga,Freiburg,Hoffenheim,0–0
2012-04-20,Bundesliga,Mainz 05,Wolfsburg,0–0
2012-04-21,Bundesliga,Köln,Stuttgart,1–1
2012-04-21,Bundesliga,Hoffenheim,Leverkusen,0–1
2012-04-21,Bundesliga,Nürnberg,Hamburger SV,1–1
2012-04-21,Bundesliga,Werder Bremen,Bayern Munich,1–2
2012-04-21,Bundesliga,Hertha BSC,Kaiserslautern,1–2
2012-04-21,Bundesliga,Dortmund,Gladbach,2–0
2012-04-22,Bundesliga,Augsburg,Schalke 04,1–1
2012-04-22,Bundesliga,Hannover 96,Freiburg,0–0
2012-04-28,Bundesliga,Leverkusen,Hannover 96,1–0
2012-04-28,Bundesliga,Bayern Munich,Stuttgart,2–0
2012-04-28,Bundesliga,Schalke 04,Hertha BSC,4–0
2012-04-28,Bundesliga,Kaiserslautern,Dortmund,2–5
2012-04-28,Bundesliga,Freiburg,Köln,4–1
